dataset,source_workbook,element_id,element_name,column_name,scale_id,rollup_rule
onet_work_context,onet_work_context.xlsx,4.C.2.a.1.d,"Outdoors, Under Cover",work_context_outdoors_under_cover__4_c_2_a_1_d,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.3.d.3,Pace Determined by Speed of Equipment,work_context_pace_determined_by_speed_of_equipment__4_c_3_d_3,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.2.a.3,Physical Proximity,work_context_physical_proximity__4_c_2_a_3,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.1.a.2.c,Public Speaking,work_context_public_speaking__4_c_1_a_2_c,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.2.d.1.h,Spend Time Bending or Twisting Your Body,work_context_spend_time_bending_or_twisting_your_body__4_c_2_d_1_h,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.2.d.1.c,"Spend Time Climbing Ladders, Scaffolds, or Poles",work_context_spend_time_climbing_ladders_scaffolds_or_poles__4_c_2_d_1_c,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.2.d.1.f,Spend Time Keeping or Regaining Balance,work_context_spend_time_keeping_or_regaining_balance__4_c_2_d_1_f,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.2.d.1.e,"Spend Time Kneeling, Crouching, Stooping, or Crawling",work_context_spend_time_kneeling_crouching_stooping_or_crawling__4_c_2_d_1_e,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.2.d.1.i,Spend Time Making Repetitive Motions,work_context_spend_time_making_repetitive_motions__4_c_2_d_1_i,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.2.d.1.a,Spend Time Sitting,work_context_spend_time_sitting__4_c_2_d_1_a,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.2.d.1.b,Spend Time Standing,work_context_spend_time_standing__4_c_2_d_1_b,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.2.d.1.g,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls",work_context_spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls__4_c_2_d_1_g,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.2.d.1.d,Spend Time Walking or Running,work_context_spend_time_walking_or_running__4_c_2_d_1_d,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.1.a.2.f,Telephone Conversations,work_context_telephone_conversations__4_c_1_a_2_f,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.3.d.1,Time Pressure,work_context_time_pressure__4_c_3_d_1,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.2.e.1.d,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets",work_context_wear_common_protective_or_safety_equipment_such_as_safety_shoes_glasses_gloves_hearing_protection_hard_hats_or_life_jackets__4_c_2_e_1_d,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.2.e.1.e,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection",work_context_wear_specialized_protective_or_safety_equipment_such_as_breathing_apparatus_safety_harness_full_protection_suits_or_radiation_protection__4_c_2_e_1_e,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.1.c.2,Work Outcomes and Results of Other Workers,work_context_work_outcomes_and_results_of_other_workers__4_c_1_c_2,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.1.b.1.e,Work With or Contribute to a Work Group or Team,work_context_work_with_or_contribute_to_a_work_group_or_team__4_c_1_b_1_e,CX,mean of detailed O*NET occupations within six-digit SOC
onet_work_context,onet_work_context.xlsx,4.C.1.a.2.j,Written Letters and Memos,work_context_written_letters_and_memos__4_c_1_a_2_j,CX,mean of detailed O*NET occupations within six-digit SOC
